time_s,in0_v,in1_v
158.887990,0.530737,0.807638
159.088521,0.532352,0.807109
159.288016,0.530681,0.807631
159.488546,0.532716,0.806965
159.688080,0.531297,0.806949
159.888618,0.532682,0.806799
160.088153,0.531615,0.807132
160.287691,0.530303,0.807045
160.488298,0.532185,0.805279
160.687832,0.530278,0.806135
160.888418,0.532201,0.805034
161.087908,0.531245,0.807215
161.288397,0.532607,0.806792
161.487973,0.531335,0.807593
161.688508,0.532977,0.806879
161.888043,0.531934,0.807008
162.088579,0.533286,0.806549
162.288112,0.532240,0.807103
162.488735,0.533660,0.807973
162.688283,0.532894,0.806132
162.887821,0.531519,0.806972
163.088359,0.532055,0.805979
163.287875,0.531606,0.805319
163.488363,0.533032,0.806869
163.687862,0.531560,0.806985
163.888384,0.533076,0.806669
164.087918,0.532335,0.807061
164.288450,0.533248,0.806554
164.487991,0.532117,0.806728
164.688527,0.533107,0.806935
164.888097,0.532971,0.806651
165.088629,0.533517,0.806413
165.288162,0.532598,0.806632
165.487698,0.531737,0.807282
165.688230,0.533005,0.806813
165.887768,0.531821,0.807081
166.088310,0.533250,0.806185
166.287845,0.531908,0.806391
166.488393,0.532336,0.805313
166.687922,0.531324,0.805955
166.888418,0.532921,0.807003
167.087918,0.531987,0.806845
167.288423,0.533062,0.806897
167.487962,0.531983,0.806794
167.688500,0.532833,0.806591
167.888030,0.532262,0.807196
168.088561,0.532906,0.806295
168.288091,0.531312,0.806058
168.488629,0.532706,0.804932
168.688123,0.532274,0.807063
168.888651,0.533527,0.807334
169.088148,0.532138,0.806983
169.287682,0.531355,0.806788
169.488225,0.532464,0.806569
169.687754,0.530834,0.807072
169.888296,0.532564,0.806767
170.087823,0.530729,0.807050
170.288353,0.531488,0.805684
170.487883,0.530130,0.805910
170.688423,0.532409,0.805124
170.887925,0.530707,0.807405
171.088404,0.532317,0.807020
171.287893,0.530724,0.807503
171.488386,0.532147,0.807339
171.687876,0.530708,0.807388
171.888422,0.532530,0.806842
172.087942,0.530749,0.807421
172.288477,0.532491,0.807569
172.488009,0.531155,0.807146
172.688544,0.532391,0.806923
172.888115,0.531189,0.807499
173.088642,0.532583,0.807331
173.288182,0.530384,0.806329
173.487715,0.528361,0.806154
173.688298,0.530521,0.804533
173.887787,0.529673,0.807893
174.088264,0.530713,0.807610
174.287754,0.529015,0.807452
174.488250,0.530972,0.807453
174.687788,0.529473,0.807284
174.888447,0.531271,0.807658
175.087977,0.529657,0.807325
175.288507,0.531484,0.806956
175.488034,0.529810,0.807458
175.688555,0.531429,0.807235
175.888072,0.529954,0.807595
176.088600,0.530970,0.807140
176.288128,0.528643,0.806349
176.488663,0.530944,0.805368
176.688154,0.529352,0.807564
176.887672,0.528280,0.808317
177.088160,0.529486,0.807560
177.287652,0.527715,0.807447
177.488166,0.529016,0.807315
177.687699,0.527956,0.807580
177.888216,0.529588,0.807709
178.087736,0.527775,0.807596
178.288288,0.528918,0.807028
178.487819,0.527834,0.807437
178.688370,0.529342,0.806848
178.887903,0.528127,0.808178
179.088444,0.529245,0.806775
179.287976,0.527233,0.807730
179.488523,0.528453,0.806543
179.688058,0.526849,0.806544
179.888569,0.529209,0.807583
180.088085,0.527834,0.808144
180.288576,0.528850,0.807679
180.488077,0.527486,0.807580
180.688590,0.528511,0.807490
180.888670,0.527702,0.808365
181.088193,0.527880,0.808003
181.287716,0.526824,0.807813
181.488266,0.527627,0.807415
181.687793,0.526574,0.808000
181.888338,0.528251,0.807806
182.087876,0.526359,0.807946
182.288423,0.527572,0.807379
182.487970,0.526751,0.807688
182.688496,0.526958,0.807036
